Subject,Grade,Strand,SubStrand,ItemType,ItemText
Mathematics Activities,Grade 3,Measurement,Mass,LearningOutcome,identify the kilogram as a unit of measuring mass
Mathematics Activities,Grade 3,Measurement,Mass,LearningOutcome,estimate mass in kilograms
Mathematics Activities,Grade 3,Measurement,Mass,LearningOutcome,measure mass in kilograms
Mathematics Activities,Grade 3,Measurement,Mass,LearningOutcome,add and subtract units of mass in kilograms
Mathematics Activities,Grade 3,Measurement,Mass,LearningOutcome,enjoy measuring mass
Mathematics Activities,Grade 3,Measurement,Mass,KeyInquiryQuestion,How do we measure mass?
Mathematics Activities,Grade 3,Measurement,Capacity,LearningOutcome,compare capacity of containers directly
Mathematics Activities,Grade 3,Measurement,Capacity,LearningOutcome,measure capacity using arbitrary units
Mathematics Activities,Grade 3,Measurement,Capacity,LearningOutcome,identify the litre as a unit of measuring capacity
Mathematics Activities,Grade 3,Measurement,Capacity,LearningOutcome,estimate capacity in litres
Mathematics Activities,Grade 3,Measurement,Capacity,LearningOutcome,measure capacity in litres
Mathematics Activities,Grade 3,Measurement,Capacity,LearningOutcome,add and subtract units of capacity in litres
Mathematics Activities,Grade 3,Measurement,Capacity,LearningOutcome,enjoy measuring capacity
Mathematics Activities,Grade 3,Measurement,Capacity,KeyInquiryQuestion,How do we measure capacity?
Mathematics Activities,Grade 3,Measurement,Time,LearningOutcome,recite the days of the week
Mathematics Activities,Grade 3,Measurement,Time,LearningOutcome,relate activities to different times of the day
Mathematics Activities,Grade 3,Measurement,Time,LearningOutcome,tell time by the hour
Mathematics Activities,Grade 3,Measurement,Time,LearningOutcome,enjoy telling time
Mathematics Activities,Grade 3,Measurement,Time,KeyInquiryQuestion,How do we tell time?
Mathematics Activities,Grade 3,Measurement,Money,LearningOutcome,identify Kenyan currency coins and notes
Mathematics Activities,Grade 3,Measurement,Money,LearningOutcome,relate the different denominations of money
Mathematics Activities,Grade 3,Measurement,Money,LearningOutcome,use money in shopping activities
Mathematics Activities,Grade 3,Measurement,Money,LearningOutcome,enjoy using money
Mathematics Activities,Grade 3,Measurement,Money,KeyInquiryQuestion,How do we use money?
Mathematics Activities,Grade 3,Geometry,Shapes,LearningOutcome,"identify the rectangle, triangle and circle"
Mathematics Activities,Grade 3,Geometry,Shapes,LearningOutcome,"make patterns using the rectangle, triangle and circle"
Mathematics Activities,Grade 3,Geometry,Shapes,LearningOutcome,sort and group shapes
Mathematics Activities,Grade 3,Geometry,Shapes,LearningOutcome,enjoy working with shapes
Mathematics Activities,Grade 3,Geometry,Shapes,KeyInquiryQuestion,How are shapes used in our daily life?
Agriculture and Nutrition,Grade 4,Environment,Exploring the environment,LearningOutcome,Identify things found in the environment
Agriculture and Nutrition,Grade 4,Environment,Exploring the environment,LearningOutcome,Classify things found in the environment
Agriculture and Nutrition,Grade 4,Environment,Exploring the environment,LearningOutcome,Appreciate the things found in the environment
Agriculture and Nutrition,Grade 4,Environment,Exploring the environment,KeyInquiryQuestion,What are the things found in our environment?
Agriculture and Nutrition,Grade 4,Environment,Importance of soil,LearningOutcome,Identify the importance of soil
Agriculture and Nutrition,Grade 4,Environment,Importance of soil,LearningOutcome,Appreciate the importance of soil
Agriculture and Nutrition,Grade 4,Environment,Importance of soil,KeyInquiryQuestion,Why is soil important?
Agriculture and Nutrition,Grade 4,Garden Practices,Caring for a garden,LearningOutcome,Identify practices for caring for a garden
Agriculture and Nutrition,Grade 4,Garden Practices,Caring for a garden,LearningOutcome,Care for a garden
Agriculture and Nutrition,Grade 4,Garden Practices,Caring for a garden,LearningOutcome,Appreciate the importance of caring for a garden
Agriculture and Nutrition,Grade 4,Garden Practices,Caring for a garden,KeyInquiryQuestion,How do we care for a garden?
Agriculture and Nutrition,Grade 4,Garden Practices,Growing crops,LearningOutcome,Identify crops that can be grown in a garden
Agriculture and Nutrition,Grade 4,Garden Practices,Growing crops,LearningOutcome,Grow crops in a garden
Agriculture and Nutrition,Grade 4,Garden Practices,Growing crops,LearningOutcome,Appreciate growing crops
Agriculture and Nutrition,Grade 4,Garden Practices,Growing crops,KeyInquiryQuestion,How do we grow crops?
Agriculture and Nutrition,Grade 4,My Food,Healthy meals,LearningOutcome,Identify healthy meals
Agriculture and Nutrition,Grade 4,My Food,Healthy meals,LearningOutcome,Prepare healthy meals
Agriculture and Nutrition,Grade 4,My Food,Healthy meals,LearningOutcome,Appreciate the importance of healthy meals
Agriculture and Nutrition,Grade 4,My Food,Healthy meals,KeyInquiryQuestion,How do we prepare healthy meals?
Agriculture and Nutrition,Grade 4,My Food,Utensils and equipment,LearningOutcome,Identify utensils and equipment used for preparing and eating food
Agriculture and Nutrition,Grade 4,My Food,Utensils and equipment,LearningOutcome,Use utensils and equipment safely
Agriculture and Nutrition,Grade 4,My Food,Utensils and equipment,LearningOutcome,Appreciate the importance of using utensils and equipment safely
Agriculture and Nutrition,Grade 4,My Food,Utensils and equipment,KeyInquiryQuestion,How do we use utensils and equipment safely?
Agriculture and Nutrition,Grade 4,My Country My Food,Food in my country,LearningOutcome,Identify foods eaten in different parts of our country
Agriculture and Nutrition,Grade 4,My Country My Food,Food in my country,LearningOutcome,Appreciate foods from different communities
Agriculture and Nutrition,Grade 4,My Country My Food,Food in my country,KeyInquiryQuestion,What are the different foods eaten in our country?
Christian Religious Education,Grade 4,The Holy Bible,The Holy Bible,LearningOutcome,explain the Bible as a special book
Christian Religious Education,Grade 4,The Holy Bible,The Holy Bible,LearningOutcome,identify the two main parts of the Bible
Christian Religious Education,Grade 4,The Holy Bible,The Holy Bible,LearningOutcome,narrate the story of the lost scroll
Christian Religious Education,Grade 4,The Holy Bible,The Holy Bible,LearningOutcome,show desire to read the Bible
Christian Religious Education,Grade 4,The Holy Bible,The Holy Bible,KeyInquiryQuestion,Why is the Bible a special book?
Christian Religious Education,Grade 4,Creation,God's creation,LearningOutcome,identify things created by God
Christian Religious Education,Grade 4,Creation,God's creation,LearningOutcome,sing songs of praise to God for His creation
Christian Religious Education,Grade 4,Creation,God's creation,LearningOutcome,show appreciation to God for His creation
Christian Religious Education,Grade 4,Creation,God's creation,KeyInquiryQuestion,How can we praise God for His creation?
Christian Religious Education,Grade 4,Creation,Adam and Eve,LearningOutcome,narrate the story of the creation of Adam and Eve
Christian Religious Education,Grade 4,Creation,Adam and Eve,LearningOutcome,identify the responsibilities given to Adam and Eve
Christian Religious Education,Grade 4,Creation,Adam and Eve,LearningOutcome,show willingness to be responsible
Christian Religious Education,Grade 4,Creation,Adam and Eve,KeyInquiryQuestion,What can we learn from the story of Adam and Eve?
Christian Religious Education,Grade 4,The life of Jesus Christ,The boyhood of Jesus,LearningOutcome,narrate the story of Jesus in the temple at the age of twelve
Christian Religious Education,Grade 4,The life of Jesus Christ,The boyhood of Jesus,LearningOutcome,identify lessons learnt from the story of Jesus in the temple
Christian Religious Education,Grade 4,The life of Jesus Christ,The boyhood of Jesus,LearningOutcome,show desire to be wise and obedient like Jesus
Christian Religious Education,Grade 4,The life of Jesus Christ,The boyhood of Jesus,KeyInquiryQuestion,What can we learn from the boyhood of Jesus?
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus chooses friends,LearningOutcome,narrate the story of the calling of the first disciples
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus chooses friends,LearningOutcome,identify ways in which Jesus related with His friends
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus chooses friends,LearningOutcome,show willingness to be a friend of Jesus
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus chooses friends,KeyInquiryQuestion,How can we be friends of Jesus?
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus cares for people,LearningOutcome,narrate the story of the feeding of the five thousand
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus cares for people,LearningOutcome,identify ways in which Jesus cared for the five thousand
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus cares for people,LearningOutcome,show care for others
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus cares for people,KeyInquiryQuestion,How did Jesus show care for the five thousand?
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus forgives,LearningOutcome,narrate the story of Zacchaeus
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus forgives,LearningOutcome,identify lessons learnt from the story of Zacchaeus
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus forgives,LearningOutcome,show willingness to forgive others
Christian Religious Education,Grade 4,The life of Jesus Christ,Jesus forgives,KeyInquiryQuestion,What can we learn from the story of Zacchaeus?
Christian Religious Education,Grade 4,The Church,The Church,LearningOutcome,explain the meaning of the church
Christian Religious Education,Grade 4,The Church,The Church,LearningOutcome,identify the importance of the church
Christian Religious Education,Grade 4,The Church,The Church,LearningOutcome,participate in church activities
Christian Religious Education,Grade 4,The Church,The Church,LearningOutcome,show desire to be a member of the church
Christian Religious Education,Grade 4,The Church,The Church,KeyInquiryQuestion,Why is the church important?
Christian Religious Education,Grade 4,Christian Living,Obedience,LearningOutcome,explain the meaning of obedience
Christian Religious Education,Grade 4,Christian Living,Obedience,LearningOutcome,identify ways of showing obedience
Christian Religious Education,Grade 4,Christian Living,Obedience,LearningOutcome,practice obedience in their daily lives
Christian Religious Education,Grade 4,Christian Living,Obedience,LearningOutcome,show willingness to be obedient
Christian Religious Education,Grade 4,Christian Living,Obedience,KeyInquiryQuestion,Why should we be obedient?
Christian Religious Education,Grade 4,Christian Living,Gratitude,LearningOutcome,explain the meaning of gratitude
Christian Religious Education,Grade 4,Christian Living,Gratitude,LearningOutcome,identify ways of showing gratitude
Christian Religious Education,Grade 4,Christian Living,Gratitude,LearningOutcome,practice gratitude in their daily lives
Christian Religious Education,Grade 4,Christian Living,Gratitude,LearningOutcome,show willingness to be grateful
Christian Religious Education,Grade 4,Christian Living,Gratitude,KeyInquiryQuestion,How can we show gratitude?
Creative Arts,Grade 4,Performing Arts,Singing game,LearningOutcome,define a singing game
Creative Arts,Grade 4,Performing Arts,Singing game,LearningOutcome,perform a singing game
Creative Arts,Grade 4,Performing Arts,Singing game,LearningOutcome,enjoy performing a singing game
Creative Arts,Grade 4,Performing Arts,Singing game,KeyInquiryQuestion,What makes a singing game enjoyable?
Creative Arts,Grade 4,Performing Arts,Poem,LearningOutcome,define a poem
Creative Arts,Grade 4,Performing Arts,Poem,LearningOutcome,recite a poem
Creative Arts,Grade 4,Performing Arts,Poem,LearningOutcome,enjoy reciting a poem
Creative Arts,Grade 4,Performing Arts,Poem,KeyInquiryQuestion,What makes a good poem?
Creative Arts,Grade 4,Performing Arts,Story-telling,LearningOutcome,define a story
Creative Arts,Grade 4,Performing Arts,Story-telling,LearningOutcome,tell a story
Creative Arts,Grade 4,Performing Arts,Story-telling,LearningOutcome,enjoy telling and listening to stories
Creative Arts,Grade 4,Performing Arts,Story-telling,KeyInquiryQuestion,What makes a good story?
Creative Arts,Grade 4,Visual Arts,Drawing,LearningOutcome,draw from observation
Creative Arts,Grade 4,Visual Arts,Drawing,LearningOutcome,use lines and shapes to draw
